cpu_usage,memory_usage,heartbeat_status,dag_parse_time,recent_changes,scheduler_pod_status,worker_restarts,incident_class
81.16368482607986,74.53024156655161,0,13.278761256062165,8,1,3,Scheduler
59.16576129759758,53.16156694289792,1,22.894479485752377,18,1,1,Unknown
88.3448826003348,88.96421193714232,0,14.238685310803266,8,1,3,Scheduler
33.12853650149464,56.322425707425545,0,11.634679871484067,3,0,6,Kubernetes
39.46944737147482,57.29076781064228,1,34.435860977775285,15,1,1,DAG Parsing
95.26643115195462,89.20559520639237,1,16.27019728095967,0,1,2,Resource
53.33376447942706,41.70303465253796,1,31.254253534941135,15,1,2,DAG Parsing
40.961708954071995,66.62558728130628,1,32.954864986244004,15,1,0,Unknown
74.76062099590202,55.11966277718709,1,10.408713695379477,0,0,9,Kubernetes
57.54454286691934,45.53281564553225,1,36.6248698485646,13,1,0,DAG Parsing
43.56192344564826,55.94879147987858,1,8.092313816379935,19,1,0,Configuration
95.10709588709526,99.69847046768743,1,11.153556674235286,10,1,1,Resource
86.87091388438304,74.14430603944317,0,18.72883863114739,3,1,0,Scheduler
39.30812086832368,50.81282992506577,1,10.425159160196333,1,0,13,Kubernetes
89.61548560726884,84.22490993299931,0,6.414886947378234,6,1,2,Scheduler
54.72141494617641,55.88223680604975,1,8.91873188163682,20,1,2,Configuration
61.38498490264556,50.83877825897719,1,7.471901259911416,4,0,11,Kubernetes
60.04810754807411,34.285365591995856,1,21.16360314808026,6,0,13,Kubernetes
32.187646093980334,56.19038053564777,1,9.228371007796367,15,1,0,Configuration
51.98640214422126,59.828789471861654,1,8.811101779403794,18,1,1,Configuration
51.480969708819295,48.13156302457082,1,34.149167281130744,16,1,2,Unknown
87.00708525641296,63.4365522895106,0,16.528980989861687,5,1,0,Scheduler
93.55720425508206,40.43402742915199,0,13.219399224471145,7,1,1,Unknown
35.52130414579083,52.057604261902576,1,5.464200277114167,10,1,1,Configuration
84.8213680772308,75.12501262872641,1,19.905592382473166,8,0,3,Unknown
94.44861211442156,79.74689447786042,0,5.121469486422353,0,1,3,Scheduler
38.24831692885015,41.929897015668345,1,8.602487924949838,13,1,1,Configuration
92.66208970321837,93.5907108091794,0,20.50226055727991,5,1,5,Resource
99.9655408812198,92.24156626737297,0,13.319508570514252,1,1,1,Resource
20.55721685650761,64.77985536440244,0,24.76309818928544,6,0,15,Kubernetes
32.94457631103405,76.1289644466597,1,15.13221208549854,8,0,10,Kubernetes
92.11707884716756,79.28555610601273,0,8.973202497470787,3,1,2,Scheduler
71.72391841299101,79.42629762170415,0,17.74363440499366,7,1,0,Scheduler
83.80628522634332,62.796276038445676,0,11.921718412681752,1,1,1,Scheduler
29.142669979986742,33.495440931830856,1,4.159592855220293,13,1,2,Configuration
30.776329180999205,63.54843859715716,1,4.744771681185016,12,1,1,Configuration
83.27130934256962,87.4046092344509,0,8.854551268448935,7,1,2,Scheduler
98.04210777286806,89.99446466228233,0,9.236155440980161,3,1,1,Resource
92.7802481734017,93.4133015936296,1,14.567419666868023,6,1,3,Resource
21.2046798998342,43.0563854991131,0,6.484008035333186,2,0,10,Kubernetes
40.132550608104694,66.36518215866028,1,27.644137229356435,11,1,0,DAG Parsing
89.71526210025385,61.00093593736897,0,15.985396519088575,1,1,2,Scheduler
59.35678580299236,58.773770911472894,1,33.18015911286741,12,1,2,Unknown
43.36679731380789,49.794320276678846,1,4.915947485429034,15,1,1,Configuration
89.87861099804333,53.04496877958338,0,6.960993003932208,6,1,2,Unknown
56.4771694948567,70.67374703899597,1,44.72125861974032,15,1,1,DAG Parsing
34.112181111110516,48.95888777006054,1,26.939960897683793,8,1,2,DAG Parsing
78.17114512203271,82.8368912368208,1,9.17384923458209,6,1,2,Scheduler
35.273977987289996,52.913059398077,1,24.393839195035817,15,1,0,Unknown
49.745827254480865,30.248992780071124,1,6.180325038303649,18,1,0,Configuration
28.7984806171023,36.435418413737565,1,2.545411752835407,18,1,0,Configuration
36.47256881736681,46.62168352438963,1,30.767677918546717,12,1,0,Unknown
35.12329607702374,67.97012032062484,1,11.870523307332697,6,1,0,Unknown
95.14933368673819,90.69541278061574,0,21.367549202611247,2,1,3,Resource
88.85378732653339,66.76844087097211,1,19.509046209500486,8,1,2,Scheduler
73.98122268472969,70.2714911316765,1,18.21060647362258,2,0,15,Kubernetes
72.88571676047755,63.21107933128253,0,9.085223184722246,3,1,2,Scheduler
45.18895052017072,78.05925304438736,0,19.233049494002053,1,0,4,Kubernetes
69.80392659376301,46.315977007833155,1,31.750656760099957,7,1,0,DAG Parsing
38.40939375787748,64.42492197994787,0,8.554165769939265,0,0,15,Kubernetes
39.28963740449923,34.561509427200754,1,6.827797206597684,10,1,2,Configuration
61.747855353800105,57.806451081100526,1,24.854498203138277,9,1,0,DAG Parsing
94.32789409948427,71.35603131625061,0,17.441069963794924,5,1,1,Scheduler
76.38316770397886,60.28192294364613,1,18.518141353983246,8,1,1,Scheduler
48.67473135343652,31.326021016115185,1,2.5859842332761325,12,1,1,Configuration
57.94847326451914,53.079465743354184,1,9.741884478700104,17,1,1,Configuration
25.183131345998373,52.83730879722877,1,9.013423069059117,4,0,15,Kubernetes
52.856936076787406,49.011797615298235,1,12.307893619562773,6,1,1,Unknown
50.2384238678071,50.496280465968624,1,7.607056251064017,11,1,1,Configuration
43.6077027340711,45.028404190692214,1,54.45940307329979,11,1,2,DAG Parsing
55.32898667872746,58.57116872704269,1,27.756148250676013,18,1,1,DAG Parsing
78.5062629129498,64.66438499435344,0,6.533154147797731,6,1,0,Scheduler
95.26062438205578,97.71800653047303,1,24.83349410566973,10,1,1,Resource
57.38347571532849,56.128100522490456,1,7.250376852518676,2,0,6,Kubernetes
36.12061867240803,45.762997796154345,1,32.90643004618222,17,1,0,DAG Parsing
63.84955326894003,53.42499366994748,1,25.956358425341058,12,1,1,Unknown
46.93194929310851,48.71920295213508,1,7.131381971853117,19,1,0,Configuration
27.097035939530528,53.89305980955373,1,3.4958126522585893,12,1,2,Configuration
90.90830926579119,49.13086840973013,0,12.489116015721198,6,1,1,Unknown
77.66557478372076,66.91614123895523,0,9.733219160089797,8,1,1,Scheduler
53.656790273240844,52.31797779170268,1,22.96762624693151,13,1,1,DAG Parsing
40.57812794424577,43.06820465969619,1,7.691951328891456,7,1,1,Unknown
43.931693994035214,49.03058576809343,1,4.062439810575307,10,1,2,Configuration
89.48915334371294,93.45937299435647,1,21.69301120183504,6,1,5,Resource
40.47221537007928,48.68785897873856,1,11.368927095483468,6,1,1,Unknown
48.38757185265256,35.41819942294002,1,3.229627068557038,15,1,2,Configuration
94.88926512984794,85.2359765030383,1,16.03287121822514,0,1,1,Resource
81.37064771504323,69.43551471510504,0,6.738824021464368,6,1,0,Scheduler
23.525627572560445,39.208219928756044,1,4.966681008341296,19,1,0,Configuration
72.16493807676608,33.74326212384924,1,11.412676310672136,5,0,8,Kubernetes
41.19266075758823,38.03201897326676,1,8.41840156806251,16,1,1,Configuration
38.28784137264108,34.21288631438136,1,6.145641115908061,15,1,2,Configuration
65.33368738073374,45.44529661915709,1,50.177435164999416,6,1,2,DAG Parsing
85.68914388487951,94.39269283233841,0,5.325627047454889,2,1,4,Resource
90.60437262980405,95.52911090283482,0,20.14701046608652,10,1,2,Resource
58.06993814916026,30.235675071199694,1,9.187647366701555,2,0,13,Kubernetes
42.32336821271243,50.1236802991977,1,3.8211650795332535,14,1,1,Configuration
25.617967492889953,55.089963942675894,1,7.772472763610527,11,1,1,Configuration
96.78706893970777,89.78101685974468,0,13.165183536591769,4,1,4,Resource
57.98850260048158,57.29690976991431,1,11.744925637447878,7,1,2,Unknown
44.70244202461401,66.69119711778974,1,42.96400017325851,18,1,1,DAG Parsing
64.61969262809248,55.052447958323526,1,55.52364087953972,12,1,1,DAG Parsing
24.481246148148784,40.13563131396168,0,8.108211026438735,2,0,11,Kubernetes
27.735848025698164,49.17752381538469,1,8.340403745366187,0,0,8,Kubernetes
39.47446250696702,46.87385313995941,1,6.833687842285495,18,1,0,Configuration
87.86176491740392,91.615578492771,0,8.02862516238691,3,1,4,Resource
86.91748718557278,86.76538703114537,0,13.857387686735596,0,1,0,Scheduler
65.8350706222721,55.74067962778172,1,52.39263670791885,16,1,0,DAG Parsing
71.14977421693033,83.88430395486635,0,10.376950134505453,6,1,1,Scheduler
94.70499771975106,85.66445040291774,1,18.54943791728371,6,1,3,Resource
49.00627707448286,41.38419310072872,1,27.808665681576002,16,1,0,Unknown
77.01129941295734,87.692073539426,1,20.6802869196499,8,0,4,Unknown
91.32908965901744,46.49026975260193,0,6.67360356408286,4,1,2,Unknown
54.60033553662294,57.74737360668843,1,38.508466357090896,14,1,2,DAG Parsing
64.9332575411007,41.52370488083718,1,35.475252861094305,11,1,1,DAG Parsing
45.50152489679991,61.15388145887718,1,6.498660576751902,20,1,2,Configuration
61.00324715470037,66.62760747524734,1,26.413335249371837,12,1,2,Unknown
92.6732215646692,77.75678326883732,0,6.259211932430003,6,1,1,Scheduler
45.41451411030172,50.11387053222499,0,10.549354714691201,4,0,5,Kubernetes
52.17477443548697,58.81394129310917,1,5.77334928070675,19,1,1,Configuration
77.84663754329478,77.79940093423656,1,14.85521313537684,10,0,5,Unknown
21.736889559211143,39.63817234157791,0,21.7395335521739,3,0,4,Kubernetes
65.86902416874548,54.47885453150082,0,7.588119151365717,6,0,14,Kubernetes
31.809695780450586,41.79051905840529,1,42.472674606637746,11,1,2,DAG Parsing
38.658846685573124,63.04437012553569,1,7.489623605072341,8,1,1,Unknown
21.308010964316765,33.223601802345485,1,21.18597330582016,1,0,9,Kubernetes
55.30783454234712,47.64385417736075,1,5.077301109949633,19,1,2,Configuration
31.06719340089263,42.582009991263625,1,7.436641438780593,15,1,1,Configuration
75.53441601841479,57.00627158033281,1,10.948012953631324,1,0,4,Kubernetes
51.952169817753415,65.45321748637261,1,41.11086023546897,7,1,1,DAG Parsing
35.00119526819769,37.18965436571714,1,8.434297222846848,16,1,1,Configuration
85.32609808402646,77.32487913646534,0,13.730833846073425,10,0,3,Unknown
96.4278942995666,95.20512879879097,1,22.462701169754666,1,1,5,Resource
73.31141425916168,70.47026504893546,0,18.18905363726814,5,1,2,Scheduler
40.90919944836809,30.884524943906523,1,3.1626136930623643,20,1,0,Configuration
33.253715026220725,58.27751230601602,1,7.812867362971367,1,0,7,Kubernetes
87.31331445798277,95.67515732167925,1,8.085537812062395,6,1,3,Resource
81.42089531669467,69.0636501161494,1,17.800031879902786,1,1,1,Scheduler
58.2956659643248,30.390257271925705,1,8.998135420982226,12,1,0,Configuration
64.33624505520706,45.06407931121778,1,25.19968525773747,10,1,0,DAG Parsing
90.24069768810452,49.95098319139095,0,10.514678072492146,6,1,1,Unknown
99.03738080502083,85.10245180809333,0,9.710425056030678,4,1,3,Resource
68.94894337261236,57.36711292879579,1,39.90093569974509,20,1,2,DAG Parsing
42.40926950207248,62.96191513126193,1,46.4854062771672,8,1,2,DAG Parsing
56.74429196749082,38.53395073534092,1,2.3190179874033543,15,1,1,Configuration
47.2941358329886,49.660721669449835,1,21.443844458818496,13,1,0,Unknown
47.20231053782856,60.441620221372176,1,18.32159157718621,2,0,5,Kubernetes
80.58946557549802,74.01074004110025,0,15.100468209399523,1,1,0,Scheduler
41.31714474415268,51.91136749901086,1,5.955537189825803,5,1,2,Unknown
86.62323585531928,71.37435831367625,0,14.232723739270709,4,1,3,Scheduler
86.5319748260468,53.47270484739222,0,14.97367303020378,5,1,2,Unknown
56.537729117146114,31.87328352488567,1,13.059479168631533,6,0,4,Kubernetes
36.21803867402082,37.01086340934779,1,2.1229321799829917,11,1,0,Configuration
65.97067060494139,51.273913691121415,1,25.933353026414583,8,1,1,DAG Parsing
21.61679304206941,56.651533224191326,1,3.8539992608345246,14,1,1,Configuration
95.52139791094648,86.99036284346252,0,19.22789697678338,3,1,4,Resource
31.96485507368702,48.65507027136855,0,22.840127843948174,8,0,7,Kubernetes
59.55183993954863,68.41192498470873,1,42.254829424614,15,1,2,DAG Parsing
55.70796655319326,40.91888410087542,1,57.163371639797454,19,1,2,DAG Parsing
96.10811617719793,91.0339802621636,0,15.795196178148567,0,1,2,Resource
46.72538973339506,73.69400482837679,1,56.092433082967894,19,1,1,DAG Parsing
72.85217851812311,61.960303053417974,1,6.111232553834597,0,1,1,Scheduler
53.13320694297811,43.82182005970545,1,21.543983154634308,13,1,1,Unknown
20.076869449681396,49.2968548976705,1,24.382036502113703,6,0,11,Kubernetes
72.04851606591052,74.00678923125162,1,10.282732603407423,7,0,13,Kubernetes
38.43233518807858,60.024802085612244,1,44.7243370529983,6,1,1,DAG Parsing
33.97986451158458,47.32118488697031,0,24.019805242868866,0,0,14,Kubernetes
73.8699206318516,68.90123476483693,0,13.687704362243844,8,1,0,Scheduler
94.15114870118127,87.8839625370507,0,10.580127918435133,4,1,2,Resource
97.0866423990233,98.72111760723858,1,13.253549779621688,6,1,5,Resource
87.29467888238005,69.18618090390265,0,12.098907331392871,8,1,2,Scheduler
35.1674280703686,58.64038217535983,1,29.204428643066386,14,1,2,DAG Parsing
88.36334808214039,78.11140922837731,0,6.369903299464778,0,1,2,Scheduler
85.9278344325345,67.85865787303044,1,13.275206316895868,6,1,0,Scheduler
77.28148222577569,66.94428703668078,0,15.544813371405757,7,1,0,Scheduler
38.28184033171956,57.34971412770641,1,7.734303315754744,11,1,1,Configuration
36.942461897334525,42.79754330527651,1,4.20448434303991,20,1,1,Configuration
42.341395143159,56.42024828749439,1,11.197660388695851,6,1,0,Unknown
28.23416102792389,39.97289033332933,0,17.61508777649511,8,0,4,Kubernetes
86.14757249352381,74.72464005235759,0,6.395800258320075,3,1,3,Scheduler
98.2336745974725,87.63683061308294,0,24.9434360617702,6,1,4,Resource
94.07753114800963,94.20797850432155,1,12.93406098617919,5,1,1,Resource
24.1290005158592,63.89544902926722,1,7.068535854199359,14,1,2,Configuration
92.97900412745138,97.35040656063677,0,14.212505570971924,2,1,3,Resource
31.50428982284368,52.90581598214345,1,31.483081304052767,16,1,0,DAG Parsing
86.2037498894405,99.46216564571029,1,7.659796126713467,5,1,1,Resource
86.240059386797,85.46291058464507,0,10.841798191174131,4,1,2,Resource
78.7786532270688,75.28217026584112,0,19.088557104870738,1,1,2,Scheduler
29.62241591784613,57.406938186420014,0,18.76407830910747,7,0,9,Kubernetes
68.783544136345,61.37083977440355,1,50.09564660445944,18,1,1,DAG Parsing
32.81251028594217,32.882090681697534,1,2.7676514486905814,18,1,2,Configuration
87.75818468120875,93.06892396586227,0,21.98681864520081,4,1,2,Resource
36.79180050686425,35.23464177692596,1,2.7703886137856353,17,1,2,Configuration
59.96128309718424,45.82046739694062,1,13.338253001715008,7,1,1,Unknown
70.52585650017647,76.6176456727344,0,5.107862584776403,0,1,1,Scheduler
49.21978646971111,34.49336237180522,1,5.099244633765328,19,1,2,Configuration
90.21886956155132,97.68276704004339,1,8.450550260206795,10,1,3,Resource
50.18196006003829,46.03956190027277,1,29.90974894393137,13,1,1,DAG Parsing
72.90623950006629,47.561558464923486,1,7.028571192742432,7,0,13,Kubernetes
97.09251548421143,98.6466004899815,0,23.360976889180225,8,1,2,Resource
89.62472318160142,83.10876242088425,1,18.228179117088573,5,0,8,Unknown
79.96576279209052,78.3242727232292,1,16.229142345092015,4,0,8,Kubernetes
70.3537091814016,76.0240526780299,0,5.682735514748275,0,1,2,Scheduler
40.31234605471116,68.64097207463405,1,9.392852028245404,6,1,1,Unknown
34.57656289720318,62.914953513309975,1,55.10824852256856,14,1,2,DAG Parsing
41.54406788156383,53.52220887429225,1,38.014175225616725,14,1,1,DAG Parsing
56.8476705766838,34.643510500689914,1,7.6831715494445785,12,1,2,Configuration
72.14133630169697,74.57971389949842,0,19.669767405160012,8,1,1,Scheduler
49.91256780319551,45.63082070953268,1,7.594491538360427,12,1,0,Configuration
45.969269404261354,48.27154803815439,1,4.963019601990241,10,1,2,Configuration
87.04186707367397,89.80997733062631,1,9.017029774041434,5,1,2,Resource
58.44954901206457,46.05969502669434,1,5.6857635317160975,19,1,0,Configuration
88.94222837111842,97.93299438246287,0,13.78139806766666,1,1,2,Resource
75.56084293864161,84.49759816790787,1,10.24487636668878,3,1,1,Scheduler
73.25563568381261,52.03439401312632,0,10.232257344569797,5,0,4,Kubernetes
21.67092561871702,50.04515082301886,1,5.152653606960299,18,1,0,Configuration
83.14877717018904,73.70784223422727,0,11.149679296195465,2,1,0,Scheduler
72.25094878118028,37.538922554763126,0,11.853397698580002,7,0,6,Kubernetes
42.6325256653567,42.03508190239352,1,24.504259918632687,20,1,1,Unknown
34.46409303330722,60.16447081483548,1,3.497219535622799,14,1,0,Configuration
64.93118648242155,51.667671262119484,1,43.309580583456786,8,1,1,DAG Parsing
91.52014403894117,91.31653509658787,0,20.65333248330971,5,1,3,Resource
90.88862327184309,49.51423979606308,0,9.101513657113564,2,1,2,Unknown
94.22270115684087,46.098550458784345,0,9.899328454837189,7,1,0,Unknown
25.20266120461489,50.43951201893759,1,4.040129185059376,15,1,1,Configuration
99.48874599923661,89.70106165077212,0,17.226168422780038,9,1,1,Resource
75.08993280818632,79.02713876655238,0,12.581135871469808,4,1,0,Scheduler
46.384425371166145,43.17004048311795,1,16.284931758290433,2,0,15,Kubernetes
79.57640931478309,37.14265334174469,0,17.20638478547636,2,0,11,Kubernetes
70.71749994425224,85.52858508937378,0,12.313248985870166,5,1,2,Scheduler
87.49334212439294,88.28028722232122,1,11.56638295357397,0,1,3,Scheduler
54.59405928795057,55.22291764325975,1,45.57877241969921,18,1,0,DAG Parsing
72.34238099653982,66.97982680172218,0,13.418675944079194,8,1,3,Scheduler
52.93598723543372,64.8324636549127,1,36.707758393739226,7,1,1,DAG Parsing
56.637297211947015,63.07456846511432,1,5.087007478272351,18,1,2,Configuration
24.58887805609061,42.1102551787969,1,3.922783011466053,20,1,2,Configuration
47.98384047982659,44.93071722528642,1,22.02421167201161,12,1,2,DAG Parsing
63.50594127469749,46.676626371376216,1,30.070086306509758,15,1,0,Unknown
46.85182263120204,38.20864970610721,1,4.281097151012169,11,1,0,Configuration
82.05818812158266,89.21172405300227,0,22.916444155838434,12,0,5,Unknown
78.47328741009507,34.245120875824476,0,15.108555277215515,6,0,5,Kubernetes
